"product_id","primary_event","a","product_total","event_total","b","c","d","analysis_window","total_reports","comparator_total","ror","ror_lower","ror_upper","p_value","zero_cell_correction","estimation_method","target_event_percent","comparator_event_percent","p_adjusted_bh","minimum_pair_reports","exploratory_review_flag","sparse_cell_flag","review_reason","plot_eligible"
"SYN_A","Tremor",11,224,28,213,17,358,"2025 H2",599,375,1.08754487710577,0.499961599873689,2.36568940498194,0.843338362964022,FALSE,"Uncorrected ROR with log-Wald interval",4.91071428571429,4.53333333333333,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Diarrhea",25,224,72,199,47,328,"2025 H2",599,375,0.876724045760718,0.523242953611721,1.46900220463442,0.697341221319307,FALSE,"Uncorrected ROR with log-Wald interval",11.1607142857143,12.5333333333333,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Lethargy",33,224,95,191,62,313,"2025 H2",599,375,0.87223441986151,0.551135460453529,1.3804099677511,0.644002230198517,FALSE,"Uncorrected ROR with log-Wald interval",14.7321428571429,16.5333333333333,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Hypersensitivity",17,224,52,207,35,340,"2025 H2",599,375,0.797791580400278,0.435813765098724,1.4604206124912,0.549232969133296,FALSE,"Uncorrected ROR with log-Wald interval",7.58928571428571,9.33333333333333,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Decreased appetite",24,224,77,200,53,322,"2025 H2",599,375,0.729056603773585,0.436267285043788,1.21834377623003,0.257026642998436,FALSE,"Uncorrected ROR with log-Wald interval",10.7142857142857,14.1333333333333,0.599649237783173,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Pruritus",27,224,87,197,60,315,"2025 H2",599,375,0.719543147208122,0.441760864209528,1.17199684861311,0.230557713591347,FALSE,"Uncorrected ROR with log-Wald interval",12.0535714285714,16,0.599649237783173,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_A","Ataxia",5,224,34,219,29,346,"2025 H2",599,375,0.272398047551567,0.10387734774188,0.714310655045635,0.00540542225520729,FALSE,"Uncorrected ROR with log-Wald interval",2.23214285714286,7.73333333333333,0.0432433780416583,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Ataxia",18,231,34,213,16,352,"2025 H2",599,368,1.85915492957746,0.928238194779609,3.72367466843233,0.101296260336458,FALSE,"Uncorrected ROR with log-Wald interval",7.79220779220779,4.34782608695652,0.347301464010714,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Pruritus",40,231,87,191,47,321,"2025 H2",599,368,1.4303219338309,0.904662439736723,2.26141900507458,0.15250357911426,FALSE,"Uncorrected ROR with log-Wald interval",17.3160173160173,12.7717391304348,0.45751073734278,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Hypersensitivity",24,231,52,207,28,340,"2025 H2",599,368,1.40786749482402,0.794644171799873,2.49431249019622,0.296537628507276,FALSE,"Uncorrected ROR with log-Wald interval",10.3896103896104,7.60869565217391,0.599649237783173,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Decreased appetite",33,231,77,198,44,324,"2025 H2",599,368,1.22727272727273,0.755826021152138,1.99278445694615,0.452131717310525,FALSE,"Uncorrected ROR with log-Wald interval",14.2857142857143,11.9565217391304,0.834704708880969,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Lethargy",38,231,95,193,57,311,"2025 H2",599,368,1.07426597582038,0.686325280203563,1.6814875105038,0.818364516201289,FALSE,"Uncorrected ROR with log-Wald interval",16.4502164502165,15.4891304347826,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Diarrhea",28,231,72,203,44,324,"2025 H2",599,368,1.01567398119122,0.612809823874114,1.68338299400491,1,FALSE,"Uncorrected ROR with log-Wald interval",12.1212121212121,11.9565217391304,1,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Vomiting",44,231,154,187,110,258,"2025 H2",599,368,0.55187165775401,0.371018183405582,0.82088248030481,0.00386863390625892,FALSE,"Uncorrected ROR with log-Wald interval",19.047619047619,29.8913043478261,0.0432433780416583,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_B","Tremor",6,231,28,225,22,346,"2025 H2",599,368,0.41939393939394,0.167443122338353,1.05045387319608,0.0724083132886113,FALSE,"Uncorrected ROR with log-Wald interval",2.5974025974026,5.97826086956522,0.289633253154445,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Tremor",11,144,28,133,17,438,"2025 H2",599,455,2.13091552410438,0.974049989273622,4.66177405766951,0.068225161182673,FALSE,"Uncorrected ROR with log-Wald interval",7.63888888888889,3.73626373626374,0.289633253154445,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Ataxia",11,144,34,133,23,432,"2025 H2",599,455,1.55344883949003,0.737973814274757,3.27003919412031,0.299824618891587,FALSE,"Uncorrected ROR with log-Wald interval",7.63888888888889,5.05494505494505,0.599649237783173,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Diarrhea",19,144,72,125,53,402,"2025 H2",599,455,1.15290566037736,0.65775774162344,2.0207918168314,0.659321814630149,FALSE,"Uncorrected ROR with log-Wald interval",13.1944444444444,11.6483516483516,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Decreased appetite",20,144,77,124,57,398,"2025 H2",599,455,1.1262026032824,0.651185388329425,1.94772844472736,0.669588273235165,FALSE,"Uncorrected ROR with log-Wald interval",13.8888888888889,12.5274725274725,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Lethargy",24,144,95,120,71,384,"2025 H2",599,455,1.08169014084507,0.652059618731593,1.79439659685943,0.793718241192549,FALSE,"Uncorrected ROR with log-Wald interval",16.6666666666667,15.6043956043956,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Pruritus",20,144,87,124,67,388,"2025 H2",599,455,0.934039480019258,0.544972096151292,1.60087049666566,0.892365463222536,FALSE,"Uncorrected ROR with log-Wald interval",13.8888888888889,14.7252747252747,0.931163961623516,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Hypersensitivity",11,144,52,133,41,414,"2025 H2",599,455,0.835136622042911,0.417379655360347,1.67102820781979,0.734708269294885,FALSE,"Uncorrected ROR with log-Wald interval",7.63888888888889,9.01098901098901,0.920005486869842,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
"SYN_C","Vomiting",28,144,154,116,126,329,"2025 H2",599,455,0.630268199233716,0.397500195481265,0.999340396510658,0.0495773988472075,FALSE,"Uncorrected ROR with log-Wald interval",19.4444444444444,27.6923076923077,0.289633253154445,5,FALSE,FALSE,"Does not meet the exploratory review rule",TRUE
