"product_id","primary_event","current_n","current_doses","reference_n","reference_doses","ratio","ratio_lower","ratio_upper","interval_status","current_period","reference_period","comparison","current_per_100k","reference_per_100k","plot_eligible"
"SYN_A","Diarrhea",25,790312,35,744249,0.67265387413,0.385917109644121,1.15640427222924,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.16330765571066,4.70272717867273,TRUE
"SYN_A","Lethargy",33,790312,31,744249,1.00247125757439,0.59517394552413,1.6924388814321,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",4.17556610553807,4.16527264396727,TRUE
"SYN_A","Pruritus",27,790312,32,744249,0.794572388816063,0.457972211908308,1.36899305370148,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.41637226816751,4.29963627764364,TRUE
"SYN_A","Decreased appetite",24,790312,28,744249,0.807184648956,0.447881391745777,1.44419703876193,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.03677534948223,3.76218174293818,TRUE
"SYN_A","Ataxia",5,790312,8,744249,0.58857213986375,0.151496599445665,2.04049552180644,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",0.632661531142131,1.07490906941091,TRUE
"SYN_A","Tremor",11,790312,9,744249,1.15098551795578,0.433610046636732,3.14243764097234,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",1.39185536851269,1.20927270308727,TRUE
"SYN_A","Hypersensitivity",17,790312,12,744249,1.33409685035783,0.600469380082618,3.06149229640835,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",2.15104920588325,1.61236360411636,TRUE
"SYN_B","Vomiting",44,922151,27,630652,1.11449121151003,0.674980034113695,1.87172514560168,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",4.77145283147771,4.28128349707921,TRUE
"SYN_B","Diarrhea",28,922151,18,630652,1.06383252007776,0.568064721463484,2.04208796863572,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.03637907457672,2.85418899805281,TRUE
"SYN_B","Lethargy",38,922151,30,630652,0.866263623491887,0.522645921163601,1.44780829676808,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",4.12080017263984,4.75698166342135,TRUE
"SYN_B","Pruritus",40,922151,31,630652,0.882441721723484,0.538337547902614,1.45896356300569,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",4.33768439225246,4.91554771886873,TRUE
"SYN_B","Decreased appetite",33,922151,21,630652,1.0746879539561,0.603525898275658,1.95459876532996,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.57858962360828,3.32988716439494,TRUE
"SYN_B","Ataxia",18,922151,7,630652,1.7585802882918,0.700850387208714,4.98137518426974,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",1.95195797651361,1.10996238813165,TRUE
"SYN_B","Tremor",6,922151,6,630652,0.6838923343357,0.182830544030728,2.55815420471825,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",0.650652658837869,0.95139633268427,TRUE
"SYN_B","Hypersensitivity",24,922151,18,630652,0.911856445780933,0.474484003944657,1.78319167341015,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",2.60261063535148,2.85418899805281,TRUE
"SYN_C","Vomiting",28,524331,13,497703,2.04446369241508,1.02475359986334,4.29943525989142,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",5.34013819514772,2.61199952582162,TRUE
"SYN_C","Diarrhea",19,524331,18,497703,1.0019494683066,0.497752211394405,2.02438539945193,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.62366520385024,3.61661472806071,TRUE
"SYN_C","Lethargy",24,524331,21,497703,1.08481746944474,0.578622903688578,2.04893006577801,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",4.57726131012662,4.21938384940416,TRUE
"SYN_C","Pruritus",20,524331,21,497703,0.904014557870614,0.464946869994579,1.75246632871654,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.81438442510552,4.21938384940416,TRUE
"SYN_C","Decreased appetite",20,524331,8,497703,2.37303821441036,1.00122047434593,6.22894804679953,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",3.81438442510552,1.60738432358254,TRUE
"SYN_C","Ataxia",11,524331,6,497703,1.74022802390093,0.589928773665249,5.73081355772963,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",2.09791143380803,1.2055382426869,TRUE
"SYN_C","Tremor",11,524331,6,497703,1.74022802390093,0.589928773665249,5.73081355772963,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",2.09791143380803,1.2055382426869,TRUE
"SYN_C","Hypersensitivity",11,524331,10,497703,1.04413681434056,0.402571285497657,2.7423530778732,"Finite estimate","2025 H2","2024 H2","2025 H2 vs 2024 H2",2.09791143380803,2.00923040447817,TRUE
