"month","product_id","species","country","doses_distributed","n_reports","reports_per_100k_doses"
2024-11-01,"SYN_A","Dog","DE",17210,3,17.4317257408483
2024-12-01,"SYN_A","Dog","DE",15803,1,6.32791242169208
2025-01-01,"SYN_A","Dog","DE",17866,3,16.7916713310198
2025-02-01,"SYN_A","Dog","DE",19371,1,5.16235609932373
2025-03-01,"SYN_A","Dog","DE",23628,2,8.46453360419841
2025-04-01,"SYN_A","Dog","DE",23669,4,16.8997422789302
2025-05-01,"SYN_A","Dog","DE",24707,7,28.3320516452827
2025-06-01,"SYN_A","Dog","DE",25675,2,7.78967867575463
2025-07-01,"SYN_A","Dog","DE",24430,5,20.4666393778142
2025-08-01,"SYN_A","Dog","DE",25794,5,19.3843529502985
2025-09-01,"SYN_A","Dog","DE",25220,5,19.8255352894528
2025-10-01,"SYN_A","Dog","DE",21001,1,4.7616780153326
2025-11-01,"SYN_A","Dog","DE",17564,3,17.0803917103166
2025-12-01,"SYN_A","Dog","DE",18012,4,22.2074172773706
2023-01-01,"SYN_A","Dog","GB",13741,8,58.2199257695946
2023-02-01,"SYN_A","Dog","GB",13791,2,14.5022115872671
2023-03-01,"SYN_A","Dog","GB",15392,0,0
2023-04-01,"SYN_A","Dog","GB",17459,5,28.6385245432155
2023-05-01,"SYN_A","Dog","GB",17808,4,22.4618149146451
2023-06-01,"SYN_A","Dog","GB",18276,3,16.4149704530532
2023-07-01,"SYN_A","Dog","GB",20104,4,19.8965380023876
2023-08-01,"SYN_A","Dog","GB",17596,5,28.4155489884065
2023-09-01,"SYN_A","Dog","GB",15224,1,6.56857593273778
2023-10-01,"SYN_A","Dog","GB",14966,5,33.4090605372177
2023-11-01,"SYN_A","Dog","GB",15064,2,13.2766861391397
2023-12-01,"SYN_A","Dog","GB",12673,3,23.6723743391462
2024-01-01,"SYN_A","Dog","GB",13321,4,30.0277756925156
2024-02-01,"SYN_A","Dog","GB",16529,2,12.099945550245
2024-03-01,"SYN_A","Dog","GB",17204,3,17.4378051615903
2024-04-01,"SYN_A","Dog","GB",20532,5,24.3522306643289
2024-05-01,"SYN_A","Dog","GB",22421,5,22.3005218322109
2024-06-01,"SYN_A","Dog","GB",21351,4,18.7344855041918
2024-07-01,"SYN_A","Dog","GB",20488,4,19.5236235845373
2024-08-01,"SYN_A","Dog","GB",19715,6,30.4336799391326
2024-09-01,"SYN_A","Dog","GB",18949,9,47.4959100744103
2024-10-01,"SYN_A","Dog","GB",18345,2,10.9021531752521
2024-11-01,"SYN_A","Dog","GB",16512,2,12.1124031007752
2024-12-01,"SYN_A","Dog","GB",14662,5,34.101759650798
2025-01-01,"SYN_A","Dog","GB",14378,6,41.7304214772569
2025-02-01,"SYN_A","Dog","GB",15712,6,38.1873727087576
2025-03-01,"SYN_A","Dog","GB",19319,4,20.7050054350639
2025-04-01,"SYN_A","Dog","GB",20784,6,28.8683602771363
2025-05-01,"SYN_A","Dog","GB",21482,5,23.2753002513732
2025-06-01,"SYN_A","Dog","GB",25788,10,38.777726074143
2025-07-01,"SYN_A","Dog","GB",22292,5,22.4295711465997
2025-08-01,"SYN_A","Dog","GB",23186,6,25.877684809799
2025-09-01,"SYN_A","Dog","GB",20071,8,39.8585023167754
2025-10-01,"SYN_A","Dog","GB",19832,8,40.3388463089956
2025-11-01,"SYN_A","Dog","GB",15853,6,37.8477259824639
2025-12-01,"SYN_A","Dog","GB",16279,4,24.5715338780023
2023-01-01,"SYN_A","Dog","US",27349,6,21.9386449230319
2023-02-01,"SYN_A","Dog","US",32642,11,33.6989155076282
2023-03-01,"SYN_A","Dog","US",33291,11,33.0419632933826
2023-04-01,"SYN_A","Dog","US",38114,10,26.2370782389673
2023-05-01,"SYN_A","Dog","US",44032,11,24.9818313953488
2023-06-01,"SYN_A","Dog","US",40096,13,32.4221867517957
2023-07-01,"SYN_A","Dog","US",44183,20,45.2662788855442
2023-08-01,"SYN_A","Dog","US",37191,17,45.7099835981824
2023-09-01,"SYN_A","Dog","US",33766,16,47.3849434342238
2023-10-01,"SYN_A","Dog","US",30756,7,22.7597867082846
2023-11-01,"SYN_A","Dog","US",27754,10,36.0308424010953
2023-12-01,"SYN_A","Dog","US",32360,11,33.9925834363412
2024-01-01,"SYN_A","Dog","US",29169,4,13.713188659193
2024-02-01,"SYN_A","Dog","US",32887,10,30.4071517620944
2024-03-01,"SYN_A","Dog","US",38155,14,36.6924387367318
2024-04-01,"SYN_A","Dog","US",40547,14,34.5278318987841
2024-05-01,"SYN_A","Dog","US",48170,18,37.3676562175628
2024-06-01,"SYN_A","Dog","US",43665,15,34.3524562006183
2024-07-01,"SYN_A","Dog","US",43950,18,40.9556313993174
2024-08-01,"SYN_A","Dog","US",41225,14,33.9599757428745
2024-09-01,"SYN_A","Dog","US",38259,10,26.1376408165399
2024-10-01,"SYN_A","Dog","US",37010,8,21.6157795190489
2024-11-01,"SYN_A","Dog","US",35665,9,25.2348240571989
2024-12-01,"SYN_A","Dog","US",32424,12,37.0096225018505
2025-01-01,"SYN_A","Dog","US",33224,10,30.0987238141103
2025-02-01,"SYN_A","Dog","US",33972,6,17.6616036736136
2025-03-01,"SYN_A","Dog","US",40919,14,34.2139348468926
2025-04-01,"SYN_A","Dog","US",49798,12,24.0973533073617
2025-05-01,"SYN_A","Dog","US",49308,19,38.5333008842379
2025-06-01,"SYN_A","Dog","US",48576,10,20.5862977602108
2025-07-01,"SYN_A","Dog","US",47278,16,33.8423791192521
2025-08-01,"SYN_A","Dog","US",42799,14,32.7110446505759
2025-09-01,"SYN_A","Dog","US",39613,14,35.3419332037462
2025-10-01,"SYN_A","Dog","US",36703,16,43.5931667711086
2025-11-01,"SYN_A","Dog","US",36752,12,32.6512842838485
2025-12-01,"SYN_A","Dog","US",34408,8,23.2504068821204
2023-01-01,"SYN_B","Cat","DE",7848,1,12.7420998980632
2023-02-01,"SYN_B","Cat","DE",8147,2,24.5489137105683
2023-03-01,"SYN_B","Cat","DE",8962,1,11.1582236108012
2023-04-01,"SYN_B","Cat","DE",9198,1,10.8719286801479
2023-05-01,"SYN_B","Cat","DE",10194,6,58.8581518540318
2023-06-01,"SYN_B","Cat","DE",11786,3,25.4539283896148
2023-07-01,"SYN_B","Cat","DE",10240,3,29.296875
2023-08-01,"SYN_B","Cat","DE",11078,0,0
2023-09-01,"SYN_B","Cat","DE",9410,1,10.6269925611052
2023-10-01,"SYN_B","Cat","DE",9370,2,21.3447171824973
2023-11-01,"SYN_B","Cat","DE",8640,2,23.1481481481481
2023-12-01,"SYN_B","Cat","DE",7782,2,25.7003341043434
2024-01-01,"SYN_B","Cat","DE",7800,1,12.8205128205128
2024-02-01,"SYN_B","Cat","DE",9056,2,22.0848056537102
2024-03-01,"SYN_B","Cat","DE",9815,0,0
2024-04-01,"SYN_B","Cat","DE",10655,5,46.9263256687001
2024-05-01,"SYN_B","Cat","DE",12839,2,15.57753719137
2024-06-01,"SYN_B","Cat","DE",13069,3,22.9550845512281
2024-07-01,"SYN_B","Cat","DE",13327,3,22.510692578975
2024-08-01,"SYN_B","Cat","DE",11520,1,8.68055555555556
2024-09-01,"SYN_B","Cat","DE",10316,2,19.387359441644
2024-10-01,"SYN_B","Cat","DE",9199,1,10.8707468203066
2024-11-01,"SYN_B","Cat","DE",9365,1,10.6780565936999
2024-12-01,"SYN_B","Cat","DE",9427,2,21.2156571549804
2025-01-01,"SYN_B","Cat","DE",11080,1,9.02527075812274
2025-02-01,"SYN_B","Cat","DE",13909,3,21.568768423323
2025-03-01,"SYN_B","Cat","DE",14515,2,13.7788494660696
2025-04-01,"SYN_B","Cat","DE",16167,7,43.2980763283231
2025-05-01,"SYN_B","Cat","DE",17800,5,28.0898876404494
2025-06-01,"SYN_B","Cat","DE",19047,6,31.501023783273
2025-07-01,"SYN_B","Cat","DE",19542,3,15.3515505066012
2025-08-01,"SYN_B","Cat","DE",16920,1,5.91016548463357
2025-09-01,"SYN_B","Cat","DE",16151,3,18.5747012568881
2025-10-01,"SYN_B","Cat","DE",13832,2,14.4592249855408
2025-11-01,"SYN_B","Cat","DE",13278,0,0
2025-12-01,"SYN_B","Cat","DE",12550,4,31.8725099601594
2023-01-01,"SYN_B","Cat","GB",6514,2,30.7031010132023
2023-02-01,"SYN_B","Cat","GB",7071,3,42.4268137462877
2023-03-01,"SYN_B","Cat","GB",8396,1,11.9104335397808
2023-04-01,"SYN_B","Cat","GB",9523,1,10.5008925758689
2023-05-01,"SYN_B","Cat","GB",9235,2,21.6567406605306
2023-06-01,"SYN_B","Cat","GB",9147,1,10.9325461900077
2023-07-01,"SYN_B","Cat","GB",8933,0,0
2023-08-01,"SYN_B","Cat","GB",9020,2,22.1729490022173
2023-09-01,"SYN_B","Cat","GB",9121,1,10.9637101195044
2023-10-01,"SYN_B","Cat","GB",7447,3,40.2846783939842
2023-11-01,"SYN_B","Cat","GB",6955,0,0
2023-12-01,"SYN_B","Cat","GB",6918,4,57.8201792425557
2024-01-01,"SYN_B","Cat","GB",7284,6,82.3723228995058
2024-02-01,"SYN_B","Cat","GB",7878,1,12.6935770500127
2024-03-01,"SYN_B","Cat","GB",8019,1,12.4703828407532
2024-04-01,"SYN_B","Cat","GB",9596,3,31.2630262609421
2024-05-01,"SYN_B","Cat","GB",10576,5,47.2768532526475
2024-06-01,"SYN_B","Cat","GB",9812,4,40.766408479413
2024-07-01,"SYN_B","Cat","GB",11328,2,17.6553672316384
2024-08-01,"SYN_B","Cat","GB",9978,2,20.0440970134295
2024-09-01,"SYN_B","Cat","GB",9709,1,10.2997219075085
2024-10-01,"SYN_B","Cat","GB",8625,5,57.9710144927536
2024-11-01,"SYN_B","Cat","GB",7279,3,41.2144525346888
2024-12-01,"SYN_B","Cat","GB",7795,3,38.4862091084028
2025-01-01,"SYN_B","Cat","GB",11150,2,17.9372197309417
2025-02-01,"SYN_B","Cat","GB",11174,3,26.8480400930732
2025-03-01,"SYN_B","Cat","GB",13492,2,14.8235991698784
2025-04-01,"SYN_B","Cat","GB",15955,4,25.0705108116578
2025-05-01,"SYN_B","Cat","GB",16070,1,6.22277535780958
2025-06-01,"SYN_B","Cat","GB",15112,6,39.7035468501853
2025-07-01,"SYN_B","Cat","GB",17267,3,17.3741819655991
2025-08-01,"SYN_B","Cat","GB",15428,3,19.4451646357272
2025-09-01,"SYN_B","Cat","GB",15054,9,59.7847748106815
2025-10-01,"SYN_B","Cat","GB",11214,7,62.4219725343321
2025-11-01,"SYN_B","Cat","GB",11610,3,25.8397932816537
2025-12-01,"SYN_B","Cat","GB",11088,3,27.0562770562771
2023-01-01,"SYN_B","Cat","US",13463,2,14.8555299710317
2023-02-01,"SYN_B","Cat","US",14480,1,6.9060773480663
2023-03-01,"SYN_B","Cat","US",15526,6,38.6448537936365
2023-04-01,"SYN_B","Cat","US",19798,6,30.3060915243964
2023-05-01,"SYN_B","Cat","US",22481,4,17.7928028112628
2023-06-01,"SYN_B","Cat","US",21078,4,18.9771325552709
2023-07-01,"SYN_B","Cat","US",22710,5,22.0167327168648
2023-08-01,"SYN_B","Cat","US",19913,8,40.1747602069
2023-09-01,"SYN_B","Cat","US",19749,3,15.1906425641805
2023-10-01,"SYN_B","Cat","US",16591,7,42.1915496353445
2023-11-01,"SYN_B","Cat","US",16430,5,30.4321363359708
2023-12-01,"SYN_B","Cat","US",15362,2,13.0191381330556
2024-01-01,"SYN_B","Cat","US",16788,5,29.7831784608053
2024-02-01,"SYN_B","Cat","US",18262,4,21.9034059796298
2024-03-01,"SYN_B","Cat","US",17161,5,29.1358312452654
2024-04-01,"SYN_B","Cat","US",20808,4,19.2233756247597
2024-05-01,"SYN_B","Cat","US",22919,4,17.4527684453946
2024-06-01,"SYN_B","Cat","US",21925,4,18.2440136830103
2024-07-01,"SYN_B","Cat","US",23363,4,17.1210889012541
2024-08-01,"SYN_B","Cat","US",21013,2,9.51791747965545
2024-09-01,"SYN_B","Cat","US",20579,4,19.4372904417124
2024-10-01,"SYN_B","Cat","US",17660,8,45.3001132502831
2024-11-01,"SYN_B","Cat","US",16226,4,24.6517934179712
2024-12-01,"SYN_B","Cat","US",14684,4,27.2405339144647
2025-01-01,"SYN_B","Cat","US",22695,11,48.4688257325402
2025-02-01,"SYN_B","Cat","US",25024,3,11.9884910485933
2025-03-01,"SYN_B","Cat","US",27813,9,32.3589688275267
2025-04-01,"SYN_B","Cat","US",28159,8,28.4100997904755
2025-05-01,"SYN_B","Cat","US",32448,9,27.7366863905325
2025-06-01,"SYN_B","Cat","US",33046,8,24.2086788113539
2025-07-01,"SYN_B","Cat","US",30636,11,35.9054706880794
2025-08-01,"SYN_B","Cat","US",33557,7,20.8600292040409
2025-09-01,"SYN_B","Cat","US",26472,12,45.3309156844968
2025-10-01,"SYN_B","Cat","US",25446,6,23.5793444942231
2025-11-01,"SYN_B","Cat","US",26426,8,30.2732157723454
2025-12-01,"SYN_B","Cat","US",22565,3,13.2949257699978
2023-01-01,"SYN_B","Dog","DE",13416,4,29.8151460942159
2023-02-01,"SYN_B","Dog","DE",12604,2,15.8679784195493
2023-03-01,"SYN_B","Dog","DE",13903,4,28.7707688987988
2023-04-01,"SYN_B","Dog","DE",16036,4,24.9438762783737
2023-05-01,"SYN_B","Dog","DE",17331,3,17.3100225030293
2023-06-01,"SYN_B","Dog","DE",19211,4,20.821404403727
2023-07-01,"SYN_B","Dog","DE",17608,3,17.0377101317583
2023-08-01,"SYN_B","Dog","DE",18226,1,5.48666739822232
2023-09-01,"SYN_B","Dog","DE",17383,0,0
2023-10-01,"SYN_B","Dog","DE",13903,2,14.3853844493994
2023-11-01,"SYN_B","Dog","DE",12290,3,24.4100895036615
2023-12-01,"SYN_B","Dog","DE",14241,1,7.02197879362404
2024-01-01,"SYN_B","Dog","DE",12621,2,15.8466048649077
2024-02-01,"SYN_B","Dog","DE",16053,4,24.9174609107332
2024-03-01,"SYN_B","Dog","DE",17843,4,22.4177548618506
2024-04-01,"SYN_B","Dog","DE",17777,4,22.5009844180683
2024-05-01,"SYN_B","Dog","DE",20472,13,63.5013677217663
2024-06-01,"SYN_B","Dog","DE",18898,3,15.8746957349984
2024-07-01,"SYN_B","Dog","DE",21639,5,23.1064282083276
2024-08-01,"SYN_B","Dog","DE",18583,4,21.5250497766776
2024-09-01,"SYN_B","Dog","DE",16503,6,36.3570259952736
2024-10-01,"SYN_B","Dog","DE",16892,8,47.3596968979399
2024-11-01,"SYN_B","Dog","DE",15404,2,12.9836406128278
2024-12-01,"SYN_B","Dog","DE",15146,1,6.60240327479202
2025-01-01,"SYN_B","Dog","DE",19663,5,25.4284697146926
2025-02-01,"SYN_B","Dog","DE",23454,2,8.5273300929479
2025-03-01,"SYN_B","Dog","DE",26678,4,14.993627708224
2025-04-01,"SYN_B","Dog","DE",26181,5,19.0978190290669
2025-05-01,"SYN_B","Dog","DE",28730,6,20.8840932822833
2025-06-01,"SYN_B","Dog","DE",28822,7,24.2870029838318
2025-07-01,"SYN_B","Dog","DE",28514,5,17.5352458441467
2025-08-01,"SYN_B","Dog","DE",27195,6,22.0628792057363
2025-09-01,"SYN_B","Dog","DE",24253,6,24.7392075207191
2025-10-01,"SYN_B","Dog","DE",21935,1,4.55892409391384
2025-11-01,"SYN_B","Dog","DE",23561,5,21.2215101226603
2025-12-01,"SYN_B","Dog","DE",19679,5,25.4077951115402
2023-01-01,"SYN_B","Dog","GB",10437,3,28.7438919229664
2023-02-01,"SYN_B","Dog","GB",13036,2,15.3421294875729
2023-03-01,"SYN_B","Dog","GB",12153,2,16.4568419320332
2023-04-01,"SYN_B","Dog","GB",15282,6,39.2618767177071
2023-05-01,"SYN_B","Dog","GB",14835,5,33.7040781934614
2023-06-01,"SYN_B","Dog","GB",14958,3,20.0561572402728
2023-07-01,"SYN_B","Dog","GB",17392,8,45.9981600735971
2023-08-01,"SYN_B","Dog","GB",14723,1,6.792094002581
2023-09-01,"SYN_B","Dog","GB",12998,1,7.69349130635482
2023-10-01,"SYN_B","Dog","GB",12113,4,33.0223726574754
2023-11-01,"SYN_B","Dog","GB",11268,1,8.87468938587149
2023-12-01,"SYN_B","Dog","GB",12550,4,31.8725099601594
2024-01-01,"SYN_B","Dog","GB",12613,1,7.92832791564259
2024-02-01,"SYN_B","Dog","GB",12922,1,7.73874013310633
2024-03-01,"SYN_B","Dog","GB",14088,1,7.09823963657013
2024-04-01,"SYN_B","Dog","GB",16588,2,12.0569086086327
2024-05-01,"SYN_B","Dog","GB",18019,6,33.2981852489039
2024-06-01,"SYN_B","Dog","GB",18655,5,26.8024658268561
2024-07-01,"SYN_B","Dog","GB",19617,5,25.4880970586736
2024-08-01,"SYN_B","Dog","GB",18272,7,38.3099824868652
2024-09-01,"SYN_B","Dog","GB",15962,5,31.324395439168
2024-10-01,"SYN_B","Dog","GB",14299,3,20.9804881460242
2024-11-01,"SYN_B","Dog","GB",14196,3,21.1327134404057
2024-12-01,"SYN_B","Dog","GB",12808,8,62.4609618988132
2025-01-01,"SYN_B","Dog","GB",17517,4,22.8349603242564
2025-02-01,"SYN_B","Dog","GB",20998,4,19.0494332793599
2025-03-01,"SYN_B","Dog","GB",23757,8,33.6742854737551
2025-04-01,"SYN_B","Dog","GB",23245,6,25.8120025812003
2025-05-01,"SYN_B","Dog","GB",24689,4,16.2015472477622
2025-06-01,"SYN_B","Dog","GB",26765,6,22.41733607323
2025-07-01,"SYN_B","Dog","GB",27949,4,14.3117821746753
2025-08-01,"SYN_B","Dog","GB",25562,6,23.472341757296
2025-09-01,"SYN_B","Dog","GB",24598,2,8.13074233677535
2025-10-01,"SYN_B","Dog","GB",22201,4,18.0172064321427
2025-11-01,"SYN_B","Dog","GB",19957,2,10.0215463245979
2025-12-01,"SYN_B","Dog","GB",17267,3,17.3741819655991
2023-01-01,"SYN_B","Dog","US",23259,11,47.2935207876521
2023-02-01,"SYN_B","Dog","US",23958,4,16.6958844644795
2023-03-01,"SYN_B","Dog","US",28848,10,34.6644481419856
2023-04-01,"SYN_B","Dog","US",34573,12,34.7091661122842
2023-05-01,"SYN_B","Dog","US",32456,6,18.4865664283954
2023-06-01,"SYN_B","Dog","US",32896,7,21.2791828793774
2023-07-01,"SYN_B","Dog","US",37472,8,21.3492741246798
2023-08-01,"SYN_B","Dog","US",32502,12,36.9208048735462
2023-09-01,"SYN_B","Dog","US",28143,6,21.3196887325445
2023-10-01,"SYN_B","Dog","US",30081,15,49.8653635185
2023-11-01,"SYN_B","Dog","US",27456,8,29.1375291375291
2023-12-01,"SYN_B","Dog","US",24756,9,36.3548230731944
2024-01-01,"SYN_B","Dog","US",28113,7,24.8995126809661
2024-02-01,"SYN_B","Dog","US",29919,7,23.3965038938467
2024-03-01,"SYN_B","Dog","US",33942,7,20.6234164162395
2024-04-01,"SYN_B","Dog","US",31762,10,31.4841634657767
2024-05-01,"SYN_B","Dog","US",35985,11,30.5682923440322
2024-06-01,"SYN_B","Dog","US",37407,13,34.7528537439517
2024-07-01,"SYN_B","Dog","US",40274,16,39.7278641307047
2024-08-01,"SYN_B","Dog","US",36076,9,24.9473334072514
